S.No,Date,Item,Season,Amount,Quantity,Order Type,Final Amount
1749,2023-06-09,Mini Meals,Rainy,80,3,Offline,80
1750,2022-09-23,Fry Piece Biryani,Rainy,329,3,Online,379
1751,2023-05-05,Moghlai Biryani,Summer,349,3,Online,399
1752,2022-01-25,Full Meals,Winter,120,3,Online,170
1753,2023-08-20,Moghlai Biryani,Rainy,349,3,Offline,349
1754,2022-04-13,Mini Meals,Summer,80,1,Online,130
1755,2022-11-07,Paneer Biryani,Winter,319,1,Offline,319
1756,2023-02-09,Mini Meals,Winter,80,2,Online,130
1757,2023-03-25,Mini Meals,Summer,80,3,Offline,80
1758,2023-06-15,Paneer Biryani,Rainy,319,1,Offline,319
1759,2023-01-03,Moghlai Biryani,Winter,349,2,Offline,349
1760,2023-07-02,Dum Biryani,Rainy,299,1,Online,349
1761,2022-09-02,Full Meals,Rainy,120,3,Offline,120
1762,2022-06-27,Full Meals,Rainy,120,2,Offline,120
1763,2023-01-10,Joint Biryani,Winter,349,1,Online,399
1764,2022-04-23,Moghlai Biryani,Summer,349,3,Offline,349
1765,2022-04-14,Joint Biryani,Summer,349,2,Offline,349
1766,2022-01-22,Full Meals,Winter,120,3,Offline,120
1767,2023-03-05,Fry Piece Biryani,Summer,329,3,Online,379
1768,2022-07-28,Lollipop Biryani,Rainy,329,2,Online,379
1769,2023-02-01,Full Meals,Winter,120,3,Offline,120
1770,2023-05-31,Full Meals,Summer,120,3,Online,170
1771,2022-03-12,Joint Biryani,Summer,349,3,Online,399
1772,2023-03-20,Paneer Biryani,Summer,319,3,Online,369
1773,2023-04-22,Moghlai Biryani,Summer,349,1,Online,399
1774,2023-05-05,Moghlai Biryani,Summer,349,3,Offline,349
1775,2022-04-28,Pot Biryani,Summer,399,1,Online,449
1776,2023-05-28,Full Meals,Summer,120,3,Online,170
1777,2023-01-31,Lollipop Biryani,Winter,329,2,Online,379
1778,2022-07-18,Full Meals,Rainy,120,1,Online,170
1779,2023-02-18,Fry Piece Biryani,Winter,329,2,Online,379
1780,2022-03-11,Full Meals,Summer,120,3,Offline,120
1781,2022-09-01,Pot Biryani,Rainy,399,1,Offline,399
1782,2022-05-29,Lollipop Biryani,Summer,329,2,Online,379
1783,2023-04-09,Pot Biryani,Summer,399,1,Offline,399
1784,2022-01-04,Moghlai Biryani,Winter,349,1,Offline,349
1785,2022-09-11,Dum Biryani,Rainy,299,3,Offline,299
1786,2022-09-23,Moghlai Biryani,Rainy,349,1,Offline,349
1787,2022-01-26,Moghlai Biryani,Winter,349,3,Offline,349
1788,2023-08-19,Lollipop Biryani,Rainy,329,3,Offline,329
1789,2023-08-26,Mini Meals,Rainy,80,2,Online,130
1790,2022-12-17,Dum Biryani,Winter,299,1,Online,349
1791,2022-04-12,Mini Meals,Summer,80,2,Online,130
1792,2022-05-15,Lollipop Biryani,Summer,329,1,Online,379
1793,2022-02-21,Full Meals,Winter,120,3,Online,170
1794,2023-02-27,Paneer Biryani,Winter,319,3,Online,369
1795,2023-08-19,Mini Meals,Rainy,80,2,Online,130
1796,2023-05-04,Lollipop Biryani,Summer,329,3,Online,379
1797,2022-12-07,Dum Biryani,Winter,299,2,Offline,299
1798,2022-04-28,Moghlai Biryani,Summer,349,2,Offline,349
1799,2022-08-02,Joint Biryani,Rainy,349,1,Online,399
1800,2023-05-12,Dum Biryani,Summer,299,2,Offline,299
1801,2023-08-26,Lollipop Biryani,Rainy,329,1,Offline,329
1802,2022-07-04,Mini Meals,Rainy,80,1,Online,130
1803,2023-04-14,Moghlai Biryani,Summer,349,2,Offline,349
1804,2022-05-19,Pot Biryani,Summer,399,1,Offline,399
1805,2022-11-29,Mini Meals,Winter,80,2,Online,130
1806,2023-02-03,Mini Meals,Winter,80,3,Online,130
1807,2022-05-11,Fry Piece Biryani,Summer,329,1,Offline,329
1808,2023-03-25,Mini Meals,Summer,80,1,Offline,80
1809,2023-08-29,Mini Meals,Rainy,80,3,Offline,80
1810,2022-02-23,Pot Biryani,Winter,399,2,Offline,399
1811,2023-06-30,Mini Meals,Rainy,80,2,Offline,80
1812,2022-04-11,Full Meals,Summer,120,3,Offline,120
1813,2023-05-18,Mini Meals,Summer,80,1,Offline,80
1814,2022-06-12,Full Meals,Rainy,120,1,Offline,120
1815,2022-08-20,Fry Piece Biryani,Rainy,329,2,Offline,329
1816,2023-06-15,Moghlai Biryani,Rainy,349,1,Online,399
1817,2022-09-29,Lollipop Biryani,Rainy,329,1,Offline,329
1818,2022-10-10,Full Meals,Winter,120,3,Offline,120
1819,2023-04-03,Mini Meals,Summer,80,1,Online,130
1820,2023-08-19,Full Meals,Rainy,120,2,Online,170
1821,2022-12-16,Dum Biryani,Winter,299,3,Offline,299
1822,2023-02-22,Pot Biryani,Winter,399,3,Offline,399
1823,2022-02-11,Mini Meals,Winter,80,2,Offline,80
1824,2023-02-22,Mini Meals,Winter,80,3,Offline,80
1825,2023-06-09,Lollipop Biryani,Rainy,329,3,Offline,329
1826,2023-07-16,Fry Piece Biryani,Rainy,329,1,Online,379
1827,2022-05-14,Full Meals,Summer,120,2,Offline,120
1828,2023-03-23,Mini Meals,Summer,80,1,Offline,80
1829,2022-06-01,Full Meals,Rainy,120,2,Offline,120
1830,2022-08-02,Pot Biryani,Rainy,399,3,Offline,399
1831,2022-09-07,Pot Biryani,Rainy,399,3,Offline,399
1832,2022-10-07,Mini Meals,Winter,80,3,Online,130
1833,2022-03-25,Mini Meals,Summer,80,3,Offline,80
1834,2022-09-04,Dum Biryani,Rainy,299,2,Offline,299
1835,2022-03-14,Full Meals,Summer,120,2,Offline,120
1836,2022-12-04,Paneer Biryani,Winter,319,3,Offline,319
1837,2022-11-07,Joint Biryani,Winter,349,1,Online,399
1838,2022-07-18,Dum Biryani,Rainy,299,2,Offline,299
1839,2023-02-14,Mini Meals,Winter,80,1,Offline,80
1840,2022-11-29,Full Meals,Winter,120,2,Online,170
1841,2022-01-18,Joint Biryani,Winter,349,2,Online,399
1842,2022-01-24,Mini Meals,Winter,80,3,Offline,80
1843,2022-09-10,Moghlai Biryani,Rainy,349,3,Offline,349
1844,2022-08-28,Joint Biryani,Rainy,349,2,Offline,349
1845,2023-02-13,Dum Biryani,Winter,299,1,Online,349
1846,2023-07-09,Full Meals,Rainy,120,3,Online,170
1847,2022-07-19,Lollipop Biryani,Rainy,329,3,Online,379
1848,2022-02-25,Full Meals,Winter,120,1,Online,170
1849,2022-07-18,Mini Meals,Rainy,80,2,Online,130
1850,2022-01-10,Moghlai Biryani,Winter,349,1,Offline,349
1851,2023-04-12,Mini Meals,Summer,80,2,Offline,80
1852,2022-05-07,Joint Biryani,Summer,349,3,Online,399
1853,2022-08-01,Paneer Biryani,Rainy,319,3,Online,369
1854,2023-07-31,Pot Biryani,Rainy,399,3,Offline,399
1855,2022-08-04,Moghlai Biryani,Rainy,349,2,Offline,349
1856,2022-06-16,Mini Meals,Rainy,80,1,Online,130
1857,2022-04-29,Pot Biryani,Summer,399,2,Offline,399
1858,2023-03-08,Fry Piece Biryani,Summer,329,3,Offline,329
1859,2022-06-28,Full Meals,Rainy,120,2,Offline,120
1860,2022-05-28,Fry Piece Biryani,Summer,329,2,Online,379
1861,2023-01-28,Full Meals,Winter,120,3,Online,170
1862,2023-01-17,Mini Meals,Winter,80,2,Offline,80
1863,2022-06-02,Full Meals,Rainy,120,1,Offline,120
1864,2023-07-15,Paneer Biryani,Rainy,319,2,Online,369
1865,2023-01-05,Pot Biryani,Winter,399,2,Offline,399
1866,2022-04-11,Mini Meals,Summer,80,1,Offline,80
1867,2023-06-16,Lollipop Biryani,Rainy,329,3,Online,379
1868,2022-11-15,Joint Biryani,Winter,349,2,Online,399
1869,2022-04-16,Paneer Biryani,Summer,319,3,Offline,319
1870,2022-06-22,Dum Biryani,Rainy,299,3,Offline,299
1871,2022-06-13,Full Meals,Rainy,120,2,Offline,120
1872,2022-08-03,Full Meals,Rainy,120,2,Offline,120
1873,2022-07-09,Mini Meals,Rainy,80,3,Online,130
1874,2022-10-06,Dum Biryani,Winter,299,2,Online,349
1875,2023-01-12,Mini Meals,Winter,80,2,Offline,80
1876,2022-03-15,Pot Biryani,Summer,399,3,Offline,399
1877,2022-03-14,Joint Biryani,Summer,349,3,Online,399
1878,2023-06-16,Mini Meals,Rainy,80,1,Offline,80
1879,2023-06-14,Joint Biryani,Rainy,349,1,Offline,349
1880,2022-06-17,Full Meals,Rainy,120,1,Online,170
1881,2023-04-01,Mini Meals,Summer,80,1,Offline,80
1882,2022-03-25,Paneer Biryani,Summer,319,2,Online,369
1883,2022-06-02,Moghlai Biryani,Rainy,349,3,Offline,349
1884,2022-03-28,Mini Meals,Summer,80,3,Offline,80
1885,2022-07-05,Full Meals,Rainy,120,3,Online,170
1886,2023-07-14,Fry Piece Biryani,Rainy,329,2,Offline,329
1887,2023-06-05,Pot Biryani,Rainy,399,1,Online,449
1888,2022-12-28,Fry Piece Biryani,Winter,329,1,Online,379
1889,2022-03-14,Joint Biryani,Summer,349,2,Offline,349
1890,2023-04-25,Fry Piece Biryani,Summer,329,2,Offline,329
1891,2023-04-05,Full Meals,Summer,120,2,Offline,120
1892,2022-11-23,Paneer Biryani,Winter,319,2,Offline,319
1893,2022-07-02,Dum Biryani,Rainy,299,1,Online,349
1894,2023-02-19,Paneer Biryani,Winter,319,2,Offline,319
1895,2022-05-29,Pot Biryani,Summer,399,3,Offline,399
1896,2023-01-13,Dum Biryani,Winter,299,3,Offline,299
1897,2022-10-17,Pot Biryani,Winter,399,3,Offline,399
1898,2022-04-18,Full Meals,Summer,120,1,Online,170
1899,2023-07-10,Mini Meals,Rainy,80,2,Online,130
1900,2023-04-28,Mini Meals,Summer,80,2,Online,130
1901,2023-02-13,Paneer Biryani,Winter,319,3,Offline,319
1902,2022-03-14,Full Meals,Summer,120,1,Online,170
1903,2022-10-21,Moghlai Biryani,Winter,349,1,Online,399
1904,2023-05-03,Full Meals,Summer,120,1,Online,170
1905,2022-05-29,Dum Biryani,Summer,299,2,Online,349
1906,2022-04-04,Fry Piece Biryani,Summer,329,3,Online,379
1907,2023-03-29,Lollipop Biryani,Summer,329,2,Offline,329
1908,2022-04-15,Joint Biryani,Summer,349,3,Offline,349
1909,2022-10-07,Moghlai Biryani,Winter,349,1,Online,399
1910,2022-08-06,Mini Meals,Rainy,80,2,Offline,80
1911,2022-08-12,Mini Meals,Rainy,80,1,Online,130
1912,2022-08-06,Moghlai Biryani,Rainy,349,1,Online,399
1913,2023-04-09,Paneer Biryani,Summer,319,3,Online,369
1914,2022-12-02,Fry Piece Biryani,Winter,329,3,Offline,329
1915,2022-05-24,Fry Piece Biryani,Summer,329,2,Offline,329
1916,2022-08-28,Moghlai Biryani,Rainy,349,2,Online,399
1917,2022-02-22,Mini Meals,Winter,80,2,Offline,80
1918,2023-05-30,Mini Meals,Summer,80,3,Offline,80
1919,2022-05-22,Full Meals,Summer,120,2,Offline,120
1920,2023-03-23,Dum Biryani,Summer,299,3,Online,349
1921,2023-01-08,Mini Meals,Winter,80,2,Offline,80
1922,2022-10-07,Paneer Biryani,Winter,319,1,Offline,319
1923,2023-01-02,Moghlai Biryani,Winter,349,1,Online,399
1924,2022-03-24,Paneer Biryani,Summer,319,3,Offline,319
1925,2022-10-08,Full Meals,Winter,120,1,Offline,120
1926,2022-03-29,Paneer Biryani,Summer,319,3,Offline,319
1927,2022-01-30,Full Meals,Winter,120,2,Online,170
1928,2023-08-28,Full Meals,Rainy,120,2,Online,170
1929,2023-04-06,Mini Meals,Summer,80,1,Online,130
1930,2022-12-18,Mini Meals,Winter,80,3,Online,130
1931,2022-04-05,Full Meals,Summer,120,3,Offline,120
1932,2022-09-17,Dum Biryani,Rainy,299,2,Online,349
1933,2023-04-23,Paneer Biryani,Summer,319,1,Online,369
1934,2022-01-04,Mini Meals,Winter,80,3,Online,130
1935,2022-06-04,Moghlai Biryani,Rainy,349,1,Online,399
1936,2022-01-05,Dum Biryani,Winter,299,1,Online,349
1937,2022-11-26,Lollipop Biryani,Winter,329,2,Offline,329
1938,2022-04-03,Joint Biryani,Summer,349,1,Online,399
1939,2022-09-25,Joint Biryani,Rainy,349,1,Online,399
1940,2022-07-01,Moghlai Biryani,Rainy,349,2,Offline,349
1941,2022-11-04,Fry Piece Biryani,Winter,329,3,Offline,329
1942,2022-03-06,Mini Meals,Summer,80,3,Online,130
1943,2022-04-14,Lollipop Biryani,Summer,329,1,Online,379
1944,2023-04-18,Mini Meals,Summer,80,1,Online,130
1945,2023-04-16,Full Meals,Summer,120,1,Offline,120
1946,2023-07-05,Paneer Biryani,Rainy,319,2,Offline,319
1947,2023-03-10,Fry Piece Biryani,Summer,329,1,Online,379
1948,2022-09-04,Full Meals,Rainy,120,2,Online,170
1949,2022-05-09,Mini Meals,Summer,80,3,Offline,80
1950,2022-11-21,Moghlai Biryani,Winter,349,3,Online,399
1951,2022-01-02,Fry Piece Biryani,Winter,329,1,Offline,329
1952,2022-12-03,Joint Biryani,Winter,349,1,Offline,349
1953,2022-06-08,Mini Meals,Rainy,80,1,Online,130
1954,2023-03-12,Lollipop Biryani,Summer,329,1,Online,379
1955,2022-04-05,Moghlai Biryani,Summer,349,3,Online,399
1956,2022-02-05,Mini Meals,Winter,80,1,Offline,80
1957,2023-04-12,Mini Meals,Summer,80,1,Offline,80
1958,2022-10-23,Fry Piece Biryani,Winter,329,3,Offline,329
1959,2022-09-21,Joint Biryani,Rainy,349,1,Offline,349
1960,2022-06-11,Paneer Biryani,Rainy,319,2,Online,369
1961,2022-08-08,Mini Meals,Rainy,80,3,Online,130
1962,2022-03-10,Mini Meals,Summer,80,3,Online,130
1963,2023-03-29,Mini Meals,Summer,80,3,Online,130
1964,2022-12-03,Mini Meals,Winter,80,3,Offline,80
1965,2022-07-04,Mini Meals,Rainy,80,2,Online,130
1966,2023-01-24,Pot Biryani,Winter,399,3,Online,449
1967,2023-08-04,Lollipop Biryani,Rainy,329,1,Offline,329
1968,2022-02-15,Dum Biryani,Winter,299,3,Online,349
1969,2022-01-18,Fry Piece Biryani,Winter,329,2,Online,379
1970,2022-07-04,Joint Biryani,Rainy,349,3,Offline,349
1971,2022-07-01,Pot Biryani,Rainy,399,1,Offline,399
1972,2022-02-25,Full Meals,Winter,120,3,Online,170
1973,2023-08-30,Pot Biryani,Rainy,399,3,Offline,399
1974,2022-07-19,Paneer Biryani,Rainy,319,1,Offline,319
1975,2022-06-25,Full Meals,Rainy,120,3,Offline,120
1976,2022-01-23,Mini Meals,Winter,80,1,Offline,80
1977,2023-04-01,Mini Meals,Summer,80,3,Online,130
1978,2022-07-16,Full Meals,Rainy,120,3,Online,170
1979,2023-06-30,Mini Meals,Rainy,80,1,Online,130
1980,2022-01-17,Fry Piece Biryani,Winter,329,2,Online,379
1981,2022-11-03,Full Meals,Winter,120,2,Offline,120
1982,2023-07-25,Dum Biryani,Rainy,299,2,Offline,299
1983,2022-07-18,Moghlai Biryani,Rainy,349,1,Offline,349
1984,2022-03-29,Joint Biryani,Summer,349,2,Offline,349
1985,2023-05-25,Dum Biryani,Summer,299,2,Offline,299
1986,2022-09-01,Full Meals,Rainy,120,3,Offline,120
1987,2022-10-09,Lollipop Biryani,Winter,329,2,Online,379
1988,2023-02-14,Mini Meals,Winter,80,1,Offline,80
1989,2023-08-24,Moghlai Biryani,Rainy,349,3,Online,399
1990,2023-05-04,Pot Biryani,Summer,399,1,Online,449
1991,2022-09-29,Lollipop Biryani,Rainy,329,3,Offline,329
1992,2022-10-30,Full Meals,Winter,120,1,Online,170
1993,2022-08-01,Mini Meals,Rainy,80,2,Online,130
1994,2023-07-19,Mini Meals,Rainy,80,1,Online,130
1995,2022-11-26,Paneer Biryani,Winter,319,3,Offline,319
1996,2022-11-18,Mini Meals,Winter,80,1,Offline,80
1997,2022-08-16,Pot Biryani,Rainy,399,1,Online,449
1998,2022-10-30,Fry Piece Biryani,Winter,329,3,Online,379
1999,2023-04-14,Mini Meals,Summer,80,3,Online,130
2000,2023-05-08,Mini Meals,Summer,80,1,Online,130
2001,2022-03-24,Mini Meals,Summer,80,2,Online,130
2002,2022-01-01,Mini Meals,Winter,80,3,Offline,80
2003,2022-10-14,Lollipop Biryani,Winter,329,3,Offline,329
2004,2022-06-13,Mini Meals,Rainy,80,3,Offline,80
2005,2023-06-04,Lollipop Biryani,Rainy,329,1,Online,379
2006,2023-05-10,Joint Biryani,Summer,349,1,Offline,349
2007,2023-02-28,Lollipop Biryani,Winter,329,3,Online,379
2008,2022-06-02,Pot Biryani,Rainy,399,3,Offline,399
2009,2022-05-14,Paneer Biryani,Summer,319,1,Online,369
2010,2022-11-16,Mini Meals,Winter,80,2,Offline,80
2011,2022-06-08,Full Meals,Rainy,120,1,Online,170
2012,2023-05-15,Dum Biryani,Summer,299,3,Offline,299
2013,2023-04-06,Pot Biryani,Summer,399,2,Online,449
2014,2022-07-04,Full Meals,Rainy,120,3,Offline,120
2015,2023-05-28,Lollipop Biryani,Summer,329,3,Online,379
2016,2022-08-23,Mini Meals,Rainy,80,3,Online,130
2017,2022-08-13,Moghlai Biryani,Rainy,349,1,Offline,349
2018,2023-07-27,Moghlai Biryani,Rainy,349,1,Offline,349
2019,2022-07-17,Dum Biryani,Rainy,299,1,Offline,299
2020,2023-08-29,Lollipop Biryani,Rainy,329,1,Online,379
2021,2022-08-10,Paneer Biryani,Rainy,319,1,Online,369
2022,2022-06-15,Full Meals,Rainy,120,3,Offline,120
2023,2022-09-11,Moghlai Biryani,Rainy,349,2,Online,399
2024,2022-08-24,Full Meals,Rainy,120,3,Online,170
2025,2022-07-04,Pot Biryani,Rainy,399,3,Online,449
2026,2022-09-29,Full Meals,Rainy,120,3,Offline,120
2027,2023-03-13,Full Meals,Summer,120,2,Online,170
2028,2022-03-06,Mini Meals,Summer,80,1,Offline,80
2029,2023-04-29,Joint Biryani,Summer,349,3,Offline,349
2030,2022-01-29,Pot Biryani,Winter,399,3,Online,449
2031,2023-06-14,Fry Piece Biryani,Rainy,329,3,Online,379
2032,2023-03-07,Joint Biryani,Summer,349,2,Online,399
2033,2023-03-01,Full Meals,Summer,120,2,Online,170
2034,2023-03-10,Joint Biryani,Summer,349,2,Offline,349
2035,2022-01-23,Full Meals,Winter,120,3,Offline,120
2036,2023-04-04,Mini Meals,Summer,80,1,Offline,80
2037,2022-03-20,Paneer Biryani,Summer,319,1,Offline,319
2038,2023-01-22,Mini Meals,Winter,80,3,Offline,80
2039,2022-12-05,Mini Meals,Winter,80,1,Offline,80
2040,2022-12-08,Moghlai Biryani,Winter,349,1,Online,399
2041,2022-10-24,Mini Meals,Winter,80,3,Offline,80
2042,2022-11-11,Full Meals,Winter,120,3,Offline,120
2043,2022-09-13,Lollipop Biryani,Rainy,329,3,Offline,329
2044,2022-12-08,Paneer Biryani,Winter,319,1,Online,369
2045,2023-01-28,Full Meals,Winter,120,2,Offline,120
2046,2022-02-21,Dum Biryani,Winter,299,1,Online,349
2047,2022-09-21,Mini Meals,Rainy,80,1,Offline,80
2048,2022-10-15,Mini Meals,Winter,80,3,Online,130
2049,2022-05-04,Dum Biryani,Summer,299,3,Online,349
2050,2023-01-27,Mini Meals,Winter,80,2,Online,130
2051,2022-06-07,Moghlai Biryani,Rainy,349,1,Offline,349
2052,2022-05-09,Pot Biryani,Summer,399,1,Online,449
2053,2022-01-26,Full Meals,Winter,120,3,Offline,120
2054,2022-03-01,Joint Biryani,Summer,349,1,Offline,349
2055,2023-02-21,Mini Meals,Winter,80,3,Offline,80
2056,2022-09-23,Full Meals,Rainy,120,3,Offline,120
2057,2023-06-30,Lollipop Biryani,Rainy,329,3,Online,379
2058,2022-11-06,Full Meals,Winter,120,2,Offline,120
2059,2022-05-07,Fry Piece Biryani,Summer,329,1,Offline,329
2060,2022-03-03,Joint Biryani,Summer,349,3,Offline,349
2061,2022-04-22,Fry Piece Biryani,Summer,329,1,Offline,329
2062,2023-02-14,Pot Biryani,Winter,399,1,Offline,399
2063,2022-12-14,Pot Biryani,Winter,399,2,Online,449
2064,2022-09-27,Mini Meals,Rainy,80,1,Offline,80
2065,2023-02-05,Fry Piece Biryani,Winter,329,3,Offline,329
2066,2023-04-01,Mini Meals,Summer,80,3,Online,130
2067,2022-01-15,Moghlai Biryani,Winter,349,2,Offline,349
2068,2023-07-14,Pot Biryani,Rainy,399,2,Offline,399
2069,2022-06-07,Dum Biryani,Rainy,299,2,Offline,299
2070,2023-06-03,Joint Biryani,Rainy,349,1,Offline,349
2071,2022-06-21,Mini Meals,Rainy,80,1,Offline,80
2072,2022-07-16,Mini Meals,Rainy,80,2,Online,130
2073,2022-06-01,Pot Biryani,Rainy,399,1,Online,449
2074,2023-02-02,Pot Biryani,Winter,399,2,Online,449
2075,2023-01-22,Moghlai Biryani,Winter,349,1,Online,399
2076,2023-06-21,Mini Meals,Rainy,80,2,Offline,80
2077,2022-06-25,Mini Meals,Rainy,80,2,Online,130
2078,2022-06-26,Paneer Biryani,Rainy,319,2,Offline,319
2079,2022-09-20,Joint Biryani,Rainy,349,1,Offline,349
2080,2022-03-26,Fry Piece Biryani,Summer,329,2,Offline,329
2081,2023-02-04,Mini Meals,Winter,80,3,Offline,80
2082,2022-11-27,Full Meals,Winter,120,2,Offline,120
2083,2022-09-20,Mini Meals,Rainy,80,1,Offline,80
2084,2023-02-16,Joint Biryani,Winter,349,3,Online,399
2085,2023-08-12,Full Meals,Rainy,120,3,Offline,120
2086,2023-04-09,Joint Biryani,Summer,349,2,Online,399
2087,2023-04-01,Fry Piece Biryani,Summer,329,2,Online,379
2088,2022-01-20,Paneer Biryani,Winter,319,1,Online,369
2089,2022-07-04,Paneer Biryani,Rainy,319,1,Offline,319
2090,2023-07-09,Mini Meals,Rainy,80,1,Online,130
2091,2023-06-26,Full Meals,Rainy,120,3,Online,170
2092,2022-11-15,Mini Meals,Winter,80,2,Offline,80
2093,2022-03-18,Mini Meals,Summer,80,3,Online,130
2094,2022-10-02,Fry Piece Biryani,Winter,329,2,Online,379
2095,2023-05-31,Dum Biryani,Summer,299,2,Online,349
2096,2022-02-12,Joint Biryani,Winter,349,1,Offline,349
2097,2022-02-09,Lollipop Biryani,Winter,329,3,Offline,329
2098,2023-02-02,Fry Piece Biryani,Winter,329,2,Offline,329
2099,2022-05-16,Fry Piece Biryani,Summer,329,3,Online,379
2100,2023-08-29,Paneer Biryani,Rainy,319,2,Offline,319
2101,2022-08-12,Fry Piece Biryani,Rainy,329,2,Online,379
2102,2022-05-31,Dum Biryani,Summer,299,3,Online,349
2103,2022-07-15,Fry Piece Biryani,Rainy,329,2,Offline,329
2104,2022-04-20,Mini Meals,Summer,80,3,Online,130
2105,2022-05-23,Lollipop Biryani,Summer,329,1,Online,379
2106,2022-02-09,Lollipop Biryani,Winter,329,3,Offline,329
2107,2023-06-05,Full Meals,Rainy,120,3,Offline,120
2108,2022-05-12,Mini Meals,Summer,80,1,Online,130
2109,2022-08-22,Full Meals,Rainy,120,1,Offline,120
2110,2023-07-06,Lollipop Biryani,Rainy,329,2,Online,379
2111,2023-07-08,Full Meals,Rainy,120,3,Online,170
2112,2022-02-21,Mini Meals,Winter,80,3,Offline,80
2113,2022-12-17,Joint Biryani,Winter,349,2,Online,399
2114,2022-10-06,Mini Meals,Winter,80,1,Online,130
2115,2023-06-18,Lollipop Biryani,Rainy,329,3,Offline,329
2116,2022-10-25,Pot Biryani,Winter,399,1,Online,449
2117,2022-12-08,Paneer Biryani,Winter,319,3,Online,369
2118,2022-08-18,Lollipop Biryani,Rainy,329,2,Online,379
2119,2022-11-02,Pot Biryani,Winter,399,3,Online,449
2120,2023-04-19,Mini Meals,Summer,80,3,Online,130
2121,2022-06-02,Lollipop Biryani,Rainy,329,2,Online,379
2122,2023-03-31,Mini Meals,Summer,80,3,Offline,80
2123,2022-12-25,Pot Biryani,Winter,399,2,Online,449
2124,2022-04-28,Full Meals,Summer,120,1,Offline,120
2125,2023-05-04,Pot Biryani,Summer,399,1,Online,449
2126,2023-06-14,Mini Meals,Rainy,80,3,Online,130
2127,2023-03-27,Pot Biryani,Summer,399,2,Online,449
2128,2022-03-23,Mini Meals,Summer,80,1,Online,130
2129,2022-05-04,Mini Meals,Summer,80,2,Online,130
2130,2023-07-04,Fry Piece Biryani,Rainy,329,3,Online,379
2131,2022-11-15,Pot Biryani,Winter,399,2,Online,449
2132,2022-07-15,Mini Meals,Rainy,80,2,Online,130
2133,2023-03-26,Dum Biryani,Summer,299,2,Online,349
2134,2023-04-21,Dum Biryani,Summer,299,1,Offline,299
2135,2023-01-13,Full Meals,Winter,120,2,Offline,120
2136,2022-05-30,Mini Meals,Summer,80,1,Offline,80
2137,2023-02-18,Dum Biryani,Winter,299,1,Offline,299
2138,2023-07-04,Mini Meals,Rainy,80,3,Online,130
2139,2022-12-25,Paneer Biryani,Winter,319,3,Offline,319
2140,2023-08-01,Fry Piece Biryani,Rainy,329,1,Offline,329
2141,2023-05-02,Paneer Biryani,Summer,319,1,Online,369
2142,2022-12-02,Pot Biryani,Winter,399,1,Offline,399
2143,2022-08-07,Paneer Biryani,Rainy,319,1,Online,369
2144,2022-12-24,Fry Piece Biryani,Winter,329,1,Online,379
2145,2022-04-24,Mini Meals,Summer,80,1,Online,130
2146,2023-06-18,Full Meals,Rainy,120,1,Online,170
2147,2022-11-23,Mini Meals,Winter,80,2,Offline,80
2148,2022-11-02,Full Meals,Winter,120,1,Offline,120
2149,2022-09-17,Mini Meals,Rainy,80,1,Online,130
2150,2023-05-20,Full Meals,Summer,120,1,Offline,120
2151,2023-03-06,Fry Piece Biryani,Summer,329,1,Offline,329
2152,2022-03-08,Full Meals,Summer,120,1,Online,170
2153,2022-12-13,Mini Meals,Winter,80,1,Online,130
2154,2022-10-27,Pot Biryani,Winter,399,3,Offline,399
2155,2023-05-31,Moghlai Biryani,Summer,349,1,Offline,349
2156,2022-10-03,Paneer Biryani,Winter,319,1,Online,369
2157,2022-11-11,Mini Meals,Winter,80,3,Offline,80
2158,2022-09-04,Joint Biryani,Rainy,349,3,Online,399
2159,2022-12-07,Full Meals,Winter,120,3,Online,170
2160,2022-04-28,Full Meals,Summer,120,2,Offline,120
2161,2023-07-16,Full Meals,Rainy,120,1,Offline,120
2162,2023-05-30,Mini Meals,Summer,80,1,Online,130
2163,2023-03-04,Full Meals,Summer,120,1,Online,170
2164,2023-01-16,Moghlai Biryani,Winter,349,1,Online,399
2165,2022-11-04,Fry Piece Biryani,Winter,329,2,Offline,329
2166,2022-12-31,Fry Piece Biryani,Winter,329,2,Offline,329
2167,2022-08-08,Fry Piece Biryani,Rainy,329,3,Offline,329
2168,2023-04-09,Moghlai Biryani,Summer,349,3,Online,399
2169,2023-02-27,Full Meals,Winter,120,2,Offline,120
2170,2023-06-14,Paneer Biryani,Rainy,319,1,Online,369
2171,2022-08-28,Moghlai Biryani,Rainy,349,1,Online,399
2172,2022-03-30,Joint Biryani,Summer,349,2,Online,399
2173,2022-01-15,Mini Meals,Winter,80,3,Online,130
2174,2023-07-25,Lollipop Biryani,Rainy,329,2,Online,379
2175,2023-01-26,Mini Meals,Winter,80,2,Offline,80
2176,2022-11-10,Moghlai Biryani,Winter,349,1,Online,399
2177,2023-04-30,Pot Biryani,Summer,399,3,Offline,399
2178,2022-09-06,Mini Meals,Rainy,80,1,Offline,80
2179,2022-08-21,Mini Meals,Rainy,80,2,Offline,80
2180,2022-04-03,Pot Biryani,Summer,399,3,Offline,399
2181,2022-01-29,Dum Biryani,Winter,299,2,Online,349
2182,2022-01-06,Pot Biryani,Winter,399,3,Offline,399
2183,2022-08-17,Mini Meals,Rainy,80,2,Online,130
2184,2022-06-27,Mini Meals,Rainy,80,3,Online,130
